cpg_id,target_gene,distance_bp,Direction,Delta_Beta,P_Value,FDR_q_val,Enriched_Pathways
cg13315838,SOD1,2316,Hypomethylated,-0.0002678972136554991,0.4813310931759967,0.8312097659834243,Regulation of Superoxide Anion Generation (GO:0032928) | Positive Regulation of Superoxide Anion Generation (GO:0032930) | Positive Regulation of Reactive Oxygen Species Metabolic Process (GO:2000379) | Thymus Development (GO:0048538) | Regulation of Multicellular Organism Growth (GO:0040014) | Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300 | Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525 | Folate Metabolism WP176 | Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300 | Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525 | Folate Metabolism WP176 | Proteins Involved in Cataract | Mitochondrial Respiratory Chain Dysfunction | Estrogen Effects in Mitochondria in Alzheimer Disease | Diabetes Induced Cataract | Proteins Involved in Vasospasm | Age-Related Cataract
cg25191041,LINC01679,241,Hypermethylated,0.0007274140369987955,0.48276026918058756,0.8312097659834243,No Significant Pathway
cg19832832,FAM3B,11945,Hypomethylated,-0.0014787651344481123,0.4838888495684438,0.8312097659834243,No Significant Pathway
cg14729175,RWDD2B,1617,Hypermethylated,0.0003018345516022647,0.4859122110109519,0.8317872223208308,No Significant Pathway
cg18566883,DYRK1A,21017,Hypermethylated,0.0013786603878943315,0.4924755424311348,0.8401053370884065,"Negative Regulation of Heterochromatin Formation (GO:0031452) | Regulation of Amyloid-Beta Formation (GO:1902003) | Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518) | Regulation of Amyloid Precursor Protein Catabolic Process (GO:1902991) | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)"
cg20198819,ICOSLG,20755,Hypermethylated,0.0007481958815113154,0.49632151265168983,0.8437465715078727,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg18319984,RWDD2B,1956,Hypermethylated,0.00531330817919945,0.5014087395263046,0.8470049326948893,No Significant Pathway
cg15636421,HUNK,2837,Hypermethylated,0.011220963312988053,0.5022919982452728,0.8470049326948893,No Significant Pathway
cg19469688,COL6A1,24402,Hypermethylated,0.0008210926767946436,0.5043029604604402,0.8470049326948893,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg14411929,LOC100133286,1512,Hypermethylated,0.0001030839141248352,0.5063864709668993,0.8470049326948893,No Significant Pathway
cg18752716,FAM3B,12992,Hypomethylated,-0.0008799202966482955,0.5068285094218912,0.8470049326948893,No Significant Pathway
cg19452992,FRGCA,10670,Hypermethylated,0.00016117868962906012,0.5145250159950384,0.8569622732620066,No Significant Pathway
cg00638202,PPP1R2P2,0,Hypomethylated,-0.00014939648681155937,0.5221008299987837,0.8627601533295696,No Significant Pathway
cg00705508,COL18A1,26682,Hypomethylated,-0.0030485140469314054,0.523690843946165,0.8627601533295696,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Integrin Cell Surface Interactions R-HSA-216083 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Proteins Involved in Cataract
cg03122722,COL18A1,11934,Hypomethylated,-0.0014320018041487081,0.5248963370886905,0.8627601533295696,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Integrin Cell Surface Interactions R-HSA-216083 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Proteins Involved in Cataract
cg13840526,LINC01694,4421,Hypermethylated,0.004067282883351786,0.5254063290602896,0.8627601533295696,No Significant Pathway
cg18374181,OLIG2,307,Hypomethylated,-0.0018174872005694426,0.5284298616065456,0.8627601533295696,Axon Development (GO:0061564) | TEAD4 (human)
cg18703541,CFAP410,2797,Hypomethylated,-0.00481314030537372,0.5285062196866734,0.8627601533295696,No Significant Pathway
cg22702814,COL6A1,32776,Hypermethylated,0.000286807977488146,0.5310773801950958,0.8629498795139372,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg23553008,TSPEAR,12387,Hypermethylated,0.006182917585466408,0.5321232522763426,0.8629498795139372,No Significant Pathway
cg27144884,COL6A1,32226,Hypermethylated,0.00015459270989481855,0.5345615402071721,0.8640617682692978,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg03861097,OLIG2,4653,Hypomethylated,-0.0010243498062256773,0.5412739279066199,0.8720524394051098,Axon Development (GO:0061564) | TEAD4 (human)
cg10251070,LINC01679,0,Hypomethylated,-0.0031266979316768584,0.5444207945477912,0.8742653150230003,No Significant Pathway
cg04564515,PICSAR,21049,Hypomethylated,-0.0006737457397962832,0.5499919005816095,0.879541893861931,No Significant Pathway
cg06377222,LINC00334,0,Hypomethylated,-0.0012413074224392195,0.5512747367207641,0.879541893861931,No Significant Pathway
cg21275932,LINC00163,0,Hypermethylated,0.0003056835553839621,0.5565594050849317,0.8851089893770044,No Significant Pathway
cg00009944,S100B,1284,Hypomethylated,-0.000508554301778541,0.5613730844162705,0.8871433623333207,Axon Development (GO:0061564) | Advanced Glycosylation Endproduct Receptor Signaling R-HSA-879415 | Advanced Glycosylation Endproduct Receptor Signaling | RAGE Receptor Binding (GO:0050786)
cg09387528,DIP2A,2745,Hypermethylated,0.001626215761016514,0.561488059069784,0.8871433623333207,No Significant Pathway
cg25507885,LIPI,44872,Hypermethylated,0.00342670834339176,0.5632370637126356,0.8871433623333207,No Significant Pathway
cg04121561,SLC37A1,6018,Hypomethylated,-0.000381300296835696,0.5716563817499345,0.89540080582413,No Significant Pathway
cg10105268,LINC01678,4018,Hypomethylated,-0.00018168979258026408,0.5754569943066781,0.89540080582413,No Significant Pathway
cg05634149,OLIG2,2925,Hypermethylated,0.0009032376434146214,0.5768525955362109,0.89540080582413,Axon Development (GO:0061564) | TEAD4 (human)
cg22820639,DOP1B,1490,Hypomethylated,-9.373550440783252e-05,0.5776833177009304,0.89540080582413,No Significant Pathway
cg26616156,LINC00319,2508,Hypermethylated,0.002766241159077143,0.5813386538206924,0.89540080582413,No Significant Pathway
cg17499729,CBR3-AS1,0,Hypomethylated,-0.002547116705112984,0.5821122335549339,0.89540080582413,No Significant Pathway
cg25143099,SLC19A1,0,Hypomethylated,-0.0003317180059423386,0.5825417842006272,0.89540080582413,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg03234839,LINC00163,1741,Hypomethylated,-0.0028501894534570527,0.583009449633967,0.89540080582413,No Significant Pathway
cg09121378,LRRC3,1511,Hypermethylated,0.0013266671808532804,0.5852707858636206,0.8960822901576551,SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg16149927,CSTB,2403,Hypermethylated,0.0007727254695035768,0.5874483766005855,0.8966317327061568,TCFAP2A (human) | TEAD4 (human) | SP3 (human) | Proteins Involved in Congenital Deafness
cg23347501,TPTE,21773,Hypermethylated,0.0012463482270254067,0.5922087432102966,0.901107748156408,TCFAP2A (human) | TEAD4 (human)
cg14920503,TRAPPC10,3034,Hypermethylated,0.00020855498770333547,0.5960075493657453,0.9034093125198007,No Significant Pathway
cg18403852,LINC01671,3185,Hypermethylated,0.0010115069771381435,0.5973862796784077,0.9034093125198007,No Significant Pathway
cg04206926,COL6A1,28335,Hypermethylated,0.0013421332381353679,0.601387110497499,0.9035951353567621,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg19747745,SIK1,17057,Hypermethylated,0.0011053429695085937,0.6035990425258689,0.9035951353567621,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg13018197,TSPEAR,14946,Hypomethylated,-0.0001112301536060345,0.6040408414083892,0.9035951353567621,No Significant Pathway
cg18749043,LINC01678,6889,Hypomethylated,-0.00043447180587219414,0.6065316405509107,0.9035951353567621,No Significant Pathway
cg18527771,SIK1,5251,Hypomethylated,-0.0007176937796645744,0.6066734073084954,0.9035951353567621,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg05010111,LINC00322,24313,Hypermethylated,0.0007278817881063437,0.6098030775341309,0.9055208350130316,No Significant Pathway
cg10272901,LINC00334,0,Hypomethylated,-0.00010909247195522997,0.6151888385551909,0.9081499221555531,No Significant Pathway
cg18749097,SLC37A1,3063,Hypomethylated,-0.0016049974628579156,0.6152577565922003,0.9081499221555531,No Significant Pathway
cg10957180,U2AF1L5,3403,Hypermethylated,0.0010291270242714368,0.6200368650410593,0.9113902169947029,No Significant Pathway
cg11304968,LINC01671,3319,Hypomethylated,-0.0008774712708909949,0.6211503304466941,0.9113902169947029,No Significant Pathway
cg27462210,LINC01669,5598,Hypomethylated,-0.0011857798204982783,0.6259312305603774,0.9146861062264099,No Significant Pathway
cg15769689,PCBP3,0,Hypomethylated,-0.0003523630417060497,0.6271655079879151,0.9146861062264099,No Significant Pathway
cg21386992,LINC00322,17369,Hypomethylated,-0.0003650775567620723,0.6289626572226226,0.9146861062264099,No Significant Pathway
cg23036852,SIK1,24379,Hypermethylated,0.001330235696044152,0.632256459720597,0.9167718665948655,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg23200357,SCAF4,4246,Hypermethylated,0.0001626806539883896,0.6362129167801588,0.9185034046891868,No Significant Pathway
cg11170318,AATBC,13915,Hypermethylated,0.0026413124942755717,0.637176804064304,0.9185034046891868,No Significant Pathway
cg15317049,COL6A1,31442,Hypomethylated,-0.001026209735645378,0.6459379981153833,0.9250906897752088,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg06907356,DNMT3L,2083,Hypermethylated,0.0008926149924050678,0.64659356160571,0.9250906897752088,Negative Regulation of Heterochromatin Formation (GO:0031452) | SP1 (human) | SP3 (human) | Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525 | Trans Sulfuration One Carbon Metabolism And Related Pathways WP2525 | Epigenetic Alterations Triggers Genomic Instability
cg19880185,SIK1,3516,Hypermethylated,0.0025069578410358284,0.6526551980942293,0.9250906897752088,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg24359868,N6AMT1,3829,Hypomethylated,-0.000283496701149466,0.6528829454268572,0.9250906897752088,No Significant Pathway
cg00199065,MIR802,234,Hypomethylated,-0.0002862863759144352,0.6540949365087458,0.9250906897752088,No Significant Pathway
cg16708938,SIK1,2012,Hypomethylated,-0.0027697428066255636,0.6555751722997972,0.9250906897752088,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg20635920,PRMT2,2749,Hypermethylated,0.00035192324390020957,0.6597626215918911,0.9250906897752088,Nuclear Retinoic Acid Receptor Binding (GO:0042974) | TEAD4 (human)
cg03385918,LINC00319,4055,Hypomethylated,-0.0005328006254162743,0.660541900341125,0.9250906897752088,No Significant Pathway
cg14180004,LINC00205,5508,Hypermethylated,0.0011322556716021337,0.6611657419690292,0.9250906897752088,No Significant Pathway
cg19116956,ICOSLG,23428,Hypermethylated,0.0009850912724620464,0.6640927827092367,0.9250906897752088,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg06565377,PPP1R2P2,2804,Hypomethylated,-0.00015278813987729123,0.6642794035712722,0.9250906897752088,No Significant Pathway
cg00161791,LINC01678,3641,Hypermethylated,0.002075539154856698,0.6669347254413287,0.9250906897752088,No Significant Pathway
cg15467834,FRGCA,12820,Hypomethylated,-0.002814796575881018,0.6675266965902429,0.9250906897752088,No Significant Pathway
cg12244325,LRRC3,1785,Hypermethylated,0.0016900795212676512,0.6680168064096843,0.9250906897752088,SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg03612413,SIM2,4496,Hypomethylated,-0.0011518304115361588,0.673375288546019,0.9298992079921216,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human)
cg09714100,SIK1,12970,Hypermethylated,0.00021444401452797024,0.6807188280000129,0.9332318372602951,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg01074392,LINC01671,2119,Hypomethylated,-0.0006765880088578369,0.6811301666344807,0.9332318372602951,No Significant Pathway
cg06171420,PCBP3,5250,Hypomethylated,-0.0013518153478091488,0.6837014118329041,0.9332318372602951,No Significant Pathway
cg15220969,SIK1,15250,Hypermethylated,0.0010475879064834326,0.6908180165081477,0.9332318372602951,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg01895398,LINC01694,15935,Hypomethylated,-0.0033077295886364544,0.6923687710835809,0.9332318372602951,No Significant Pathway
cg00525436,LIPI,24789,Hypermethylated,6.469343866377653e-05,0.692503029974084,0.9332318372602951,No Significant Pathway
cg21536969,PICSAR,13533,Hypomethylated,-0.001267694237612249,0.6928627244342676,0.9332318372602951,No Significant Pathway
cg02458053,PCBP3,2196,Hypermethylated,0.00017792332819643875,0.6953581637267476,0.9332318372602951,No Significant Pathway
cg06430509,SIK1,6459,Hypomethylated,-0.0013379264946545844,0.6964231847742783,0.9332318372602951,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg13604150,COL6A1,28558,Hypomethylated,-0.0005887057616843494,0.6987688267842225,0.9332318372602951,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg05030553,PDE9A,12327,Hypermethylated,0.004517933724908385,0.7009897378037745,0.9332318372602951,SP1 (human) | TCFAP2A (human) | PCBP1 (human)
cg05306070,TRPM2,3185,Hypermethylated,0.0015462639123485222,0.7031885942886804,0.9332318372602951,Ligand-gated Calcium Channel Activity (GO:0099604)
cg11950982,PTTG1IP,373,Hypomethylated,-0.0011427080902739473,0.7034251017149566,0.9332318372602951,"Negative Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043518)"
cg03366312,OLIG2,9678,Hypermethylated,0.00013864427370968713,0.7039856196595953,0.9332318372602951,Axon Development (GO:0061564) | TEAD4 (human)
cg21032292,OLIG2,3149,Hypermethylated,0.0002406953098030816,0.7057985754445357,0.9332318372602951,Axon Development (GO:0061564) | TEAD4 (human)
cg04753583,PCBP3,1073,Hypermethylated,0.0013580159215408616,0.7065888191535528,0.9332318372602951,No Significant Pathway
cg23475244,COL18A1,12043,Hypomethylated,-0.0002630727866932414,0.7080926030527036,0.9332318372602951,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Integrin Cell Surface Interactions R-HSA-216083 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Proteins Involved in Cataract
cg03721140,UBE2G2,18320,Hypomethylated,-9.54234500696316e-05,0.7098619451777093,0.9332318372602951,No Significant Pathway
cg10641258,UMODL1,0,Hypermethylated,0.000673888110521742,0.7139663849782627,0.934169982412881,No Significant Pathway
cg06525127,PICSAR,12835,Hypermethylated,0.0011502484378388411,0.7151711126912639,0.934169982412881,No Significant Pathway
cg12218747,LOC100133286,0,Hypomethylated,-0.0023756973018677074,0.7195392991365323,0.934169982412881,No Significant Pathway
cg18546236,PPP1R2P2,3358,Hypermethylated,0.0028627886715974493,0.7195816281136687,0.934169982412881,No Significant Pathway
cg14149623,PCBP3,10566,Hypermethylated,0.0008346617500573084,0.7224658715489426,0.934169982412881,No Significant Pathway
cg25439798,COL6A1,31353,Hypermethylated,5.924862580841683e-05,0.7262881522395305,0.934169982412881,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg09408917,SIM2,2093,Hypermethylated,0.0011500545087914926,0.726808045999845,0.934169982412881,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human)
cg00622655,DOP1B,1067,Hypomethylated,-6.901955683880079e-05,0.7284541761112339,0.934169982412881,No Significant Pathway
cg14386999,LINC01669,7258,Hypermethylated,0.0008947272314518973,0.7337480052893955,0.934169982412881,No Significant Pathway
cg24479382,LINC00334,0,Hypomethylated,-0.002686493959603742,0.7370504455263567,0.934169982412881,No Significant Pathway
cg22240348,SLC19A1,0,Hypermethylated,0.0024354303120239645,0.7374347436378386,0.934169982412881,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg01210084,LINC00205,226,Hypomethylated,-0.0011663483523857154,0.7392161762209705,0.934169982412881,No Significant Pathway
cg02984790,PRMT2,5092,Hypermethylated,0.0004389495230958662,0.7395977564549184,0.934169982412881,Nuclear Retinoic Acid Receptor Binding (GO:0042974) | TEAD4 (human)
cg04375033,DIP2A,2165,Hypomethylated,-6.311736858144457e-05,0.7402193600885163,0.934169982412881,No Significant Pathway
cg01164574,NCAM2,1786,Hypermethylated,0.0011300081147308516,0.7422134681726634,0.934169982412881,Neuron Cell-Cell Adhesion (GO:0007158)
cg15855040,LINC00322,22869,Hypermethylated,7.628775774437546e-05,0.7454365021697241,0.934169982412881,No Significant Pathway
ch.21.45966675F,PCBP3,0,Hypermethylated,0.0007485510498348308,0.7465695696059199,0.934169982412881,No Significant Pathway
cg07468397,PRMT2,5472,Hypomethylated,-0.001027462710093907,0.7481268210584938,0.934169982412881,Nuclear Retinoic Acid Receptor Binding (GO:0042974) | TEAD4 (human)
cg20533952,RIPK4,11389,Hypermethylated,0.0012758756891622092,0.7497414694104183,0.934169982412881,No Significant Pathway
cg16376461,SLC19A1,0,Hypermethylated,0.00022372627852029758,0.7522896275749796,0.934169982412881,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg02651190,SIK1,15438,Hypermethylated,0.0006069783642255189,0.7575934360304504,0.934169982412881,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human)
cg15236484,RIPK4,14692,Hypomethylated,-0.0020478930703044518,0.7610881799390461,0.934169982412881,No Significant Pathway
cg08064488,SIM2,3371,Hypomethylated,-0.0008537706955174806,0.7634172062110718,0.934169982412881,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human)
cg18466173,LINC00205,8998,Hypermethylated,7.407413495930104e-05,0.7638685759862361,0.934169982412881,No Significant Pathway
cg06925304,COL6A1,44142,Hypermethylated,0.00018693834320282487,0.7678793719477985,0.934169982412881,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | miRNA Targets In ECM And Membrane Receptors WP2911 | miRNA Targets In ECM And Membrane Receptors WP2911
cg23060618,LINC00322,21011,Hypermethylated,0.0006554004026747551,0.769320541087621,0.934169982412881,No Significant Pathway
cg03254566,SLC37A1,5064,Hypomethylated,-0.0013688843363316439,0.7712793398813862,0.934169982412881,No Significant Pathway
cg14897025,VPS26C,2188,Hypomethylated,-5.429126368405868e-05,0.7729649327847349,0.934169982412881,No Significant Pathway
cg11601519,LIPI,29890,Hypomethylated,-5.47777637692759e-05,0.7738236832270358,0.934169982412881,No Significant Pathway
cg04781339,LINC01679,0,Hypomethylated,-0.0019065682852612564,0.7793077275962014,0.934169982412881,No Significant Pathway
cg08493762,DSCAM,3629,Hypermethylated,0.0006750155744241759,0.7796620963829018,0.934169982412881,No Significant Pathway
cg23416788,PCBP3,0,Hypomethylated,-0.00032091521268831635,0.7820756034420329,0.934169982412881,No Significant Pathway
cg22410724,COL18A1,12083,Hypomethylated,-0.0008189525377673146,0.782903827199237,0.934169982412881,Collagen Chain Trimerization R-HSA-8948216 | Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090 | Integrin Cell Surface Interactions R-HSA-216083 | Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814 | Integrin Cell Surface Interactions | Collagen Chain Trimerization | Assembly of Collagen Fibrils and Other Multimeric Structures | Collagen Degradation | Collagen Biosynthesis and Modifying Enzymes | SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Proteins Involved in Cataract
cg11398623,LOC100133286,251,Hypomethylated,-8.721328038585607e-05,0.784687390049646,0.934169982412881,No Significant Pathway
cg09671060,PCBP3,685,Hypomethylated,-0.0002557536674530278,0.7847867897641939,0.934169982412881,No Significant Pathway
cg24341911,BRWD1-AS1,0,Hypermethylated,0.0008162064263825541,0.7847912564033176,0.934169982412881,No Significant Pathway
cg16424439,ICOSLG,19872,Hypomethylated,-9.417149742163566e-05,0.785010038213924,0.934169982412881,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human) | SP3 (human) | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218 | Extrafollicular And Follicular B Cell Activation By SARS CoV 2 WP5218
cg19968619,FAM3B,12336,Hypomethylated,-4.193356553316985e-05,0.785072284789257,0.934169982412881,No Significant Pathway
cg12111500,LINC00319,2518,Hypomethylated,-0.0012081474032866746,0.7871137791658169,0.934169982412881,No Significant Pathway
cg25528449,C21orf58,0,Hypomethylated,-8.974657633509242e-05,0.7888570961329322,0.934169982412881,No Significant Pathway
cg26504019,CBR3-AS1,57,Hypermethylated,0.0003454335485131438,0.7902598081804856,0.934169982412881,No Significant Pathway
cg07296260,LINC00163,1685,Hypermethylated,0.00167294562830822,0.7905941966584551,0.934169982412881,No Significant Pathway
cg25211403,SLC19A1,0,Hypermethylated,0.000712347706376848,0.8008682115293604,0.934169982412881,SP1 (human) | PCBP1 (human) | SP3 (human) | Folate Metabolism WP176 | Folate Metabolism WP176 | Vitamins Insufficiency Causes Homocysteine High Level Synthesis | Epigenetic Alterations Triggers Genomic Instability | High Level of Homocystine Effects (Methylation Cycle)
cg22240717,FRGCA,12745,Hypermethylated,0.0013212159419542235,0.8030474779894359,0.934169982412881,No Significant Pathway
cg00376979,LINC01690,17855,Hypomethylated,-9.4999741559465e-05,0.8089890205374336,0.934169982412881,No Significant Pathway
cg00377065,LINC01678,6842,Hypermethylated,0.0005270487829232007,0.8108358085419414,0.934169982412881,No Significant Pathway
cg10257895,LINC01678,4397,Hypomethylated,-0.0005877382084895633,0.8119025632482949,0.934169982412881,No Significant Pathway
cg16400350,LINC00163,568,Hypermethylated,0.000148776536509021,0.8124218629050937,0.934169982412881,No Significant Pathway
cg16564033,SIM2,3673,Hypermethylated,0.0008450655417899383,0.8125974311408323,0.934169982412881,SP1 (human) | TCFAP2A (human) | TEAD4 (human) | PCBP1 (human)
